effect_id,doi_o,ref_o,description,discipline,disc_cat,n_o,r_o,n_r,r_r,gap,gap_band,tags,in_A0,thin_metadata,sim_round1_uncalibrated,sim_round1,sim_round2,audit_tier,simulable_final,sim_needs_review,narr_round1,narr_round1_reason,narr_round2,narr_round2_reason,narrative_disagreement,exclusion_reason,sim_round1_provenance,narrative_final,sim_admission,narrative_manual_adjudication_needed
111,10.1016/j.psychres.2017.09.048,"Sfärlea, A., Greimel, E., Platt, B., Dieler, A. C., & Schulte-Körne, G. (2018). Recognition of emotional facial expressions in adolescents with anorexia nervosa and adolescents with major depression. Psychiatry Research, 262, 586–594. https://doi.org/10.1016/j.psychres.2017.09.048","Researchers showed images to the adolescents with anorexia nervosa and adolescents with major depression to make decisions on the nature of the stimulus presented. They had to indicate which emotion (happy, sad, afraid, angry, or neutral) the face expressed.",Cognitive Psychology,cognitive,89.0,0.2588435821108957,74.0,0.3082207001484488,-0.0493771180375531,low,"adolescence, anorexia nervosa, eating disorders, emotion recognition, emotional faces",False,False,SIMULABLE,NOT_SIMULABLE,NOT_SIMULABLE,excluded,False,True,obscure,A niche adolescent-AN emotion-recognition finding with a comparable replication result; no wider scientific or public awareness exists.,obscure,A niche adolescent emotion-recognition finding in anorexia nervosa is too specific and low-profile for either narrative to have taken hold.,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
1729,10.1038/s41598-022-24919-7,"Akselevich, V., & Gilaie-Dotan, S. (2022). Positive and negative facial valence perception are modulated differently by eccentricity in the parafovea. Scientific Reports, 12(1). https://doi.org/10.1038/s41598-022-24919-7",Growing eccentricity negatively influence the emotional categorization (accuracy),Social Psychology,social,51.0,0.8093207028119322,74.0,0.8596510920134982,-0.0503303892015659,low,"emotional valence, face expression, periphery, replication study, emotion perception, eccentricity",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
978,10.1111/j.1467-9280.2008.02093.x,"Moeller, S. K., Robinson, M. D., & Zabelina, D. L. (2008). Personality Dominance and Preferential Use of the Vertical Dimension of Space. Psychological Science, 19(4), 355–361. https://doi.org/10.1111/j.1467-9280.2008.02093.x",Participants who scored as more dominant in personality were more likely to have relatively faster response times to vertical stimuli than horizontal stimuli in predictable-location task,Social Psychology,social,53.0,-0.31,72.0,0.034,0.276,high,"Adult, Attention, Choice Behavior, Female, Humans, Male, Metaphor, Personality, Social Dominance, Space Perception, Spatial Behavior",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1010,10.1037/0022-3514.94.1.1,"Harmon-Jones, E., Harmon-Jones, C., Fearn, M., Sigelman, J. D., & Johnson, P. (2008). Left frontal cortical activation and spreading of alternatives: Tests of the action-based model of dissonance. Journal of Personality and Social Psychology, 94(1), 1–15. https://doi.org/10.1037/0022-3514.94.1.1",Action-oriented mindset resulted in attitude changes from pre- to post-decision to both chosen and rejected alternatives,Social Psychology,social,57.0,0.3316624790355399,71.0,0.1,0.2316624790355399,mid,"Analysis of Variance, Attitude, Biofeedback, Psychology, Brain Mapping, Cognitive Dissonance, Decision Making, Female, Humans, Male, Models, Psychological, Prefrontal Cortex [physiology]",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
654,10.1177/0956797609358096,"Wang, X. T., & Dvorak, R. D. (2010). Sweet Future. Psychological Science, 21(2), 183–188. https://doi.org/10.1177/0956797609358096","This study explored metabolic mechanisms of future (delay) discounting, a choice phenomenon where people value present goods over future goods. Using fluctuating blood glucose as an index of body-energy budget, optimal discounting should regulate choice among rewards as a function of temporal caloric requirement.",Social Psychology,social,65.0,0.458257569495584,70.0,0.1414213562373095,0.3168362132582745,high,"intertemporal choice, future (delay) discounting, blood glucose",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
959,10.1111/j.1467-9280.2008.02052.x,"Richeson, J. A., & Trawalter, S. (2008). The Threat of Appearing Prejudiced and Race-Based Attentional Biases. Psychological Science, 19(2), 98–102. https://doi.org/10.1111/j.1467-9280.2008.02052.x","High External Motivation (EM) participants exhibit attentional biases for neutral Black faces, but not happy Black faces",Social Psychology,social,28.0,0.3713906763541036,66.0,0.0,0.3713906763541036,high,"Attentional bias, prejudice, anxiety, dot-probe detection paradigm, threatening cues, race, motivation",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1278,10.1111/flan.12063,"Wu, S., & Ortega, L. (2013). Measuring global oral proficiency in SLA research: A new elicited imitation test of L2 Chinese. Foreign Language Annals, 46(4), 680–704. Portico. https://doi.org/10.1111/flan.12063",The effectiveness of the Chinese EIT in distinguishing between high and low proficiency groups.,Linguistics,cognitive,80.0,0.4327310675847713,65.0,0.6476484200955405,-0.2149173525107691,low,"CAF measures, elicited imitation, heritage language learners, L2 Chinese, proficiency testing",False,False,SIMULABLE,NOT_SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,This is a narrow psycholinguistic measurement study with no broad citation footprint or public debate outside specialists.,obscure,"Niche psycholinguistic proficiency-testing measure, too specialized in a small subfield to carry any widely-known default narrative.",False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
383,10.1177/0956797615598739,"Proudfoot, D., Kay, A. C., & Koval, C. Z. (2015). A Gender Bias in the Attribution of Creativity. Psychological Science, 26(11), 1751–1761. https://doi.org/10.1177/0956797615598739","In the convergent-thinking condition, participants still associated creativity more with masculine-agentic traits",Social Psychology,social,80.0,0.4253611398224214,64.0,0.437319773825856,-0.0119586340034346,low,"Stereotyped attitudes, social perception, prejudice, sex-role attitudes",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
436,10.1177/0956797614534693,"Shariff, A. F., Greene, J. D., Karremans, J. C., Luguri, J. B., Clark, C. J., Schooler, J. W., Baumeister, R. F., & Vohs, K. D. (2014). Free Will and Punishment: A Mechanistic View of Human Nature Reduces Retribution. Psychological Science, 25(8), 1563–1570. https://doi.org/10.1177/0956797614534693",Participants who read the neuroscience articles recommended significantly shorter prison sentences,Social Psychology,social,88.0,0.2195121951219512,64.0,0.0628699311123018,0.1566422640096493,mid,"Free will, punishment, morality, responsibility, blame, open materials",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,This niche free-will/neuroscience-and-sentencing finding and its replication are mostly known only within specialty psychology circles.,obscure,Too niche and specific a finding for either narrative to have become a common default association among researchers.,False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
290,10.1177/2167702614545216,"Yiend, J., Mathews, A., Burns, T., Dutton, K., Fernández-Martín, A., Georgiou, G. A., Luckie, M., Rose, A., Russo, R., & Fox, E. (2014). Mechanisms of Selective Attention in Generalized Anxiety Disorder. Clinical Psychological Science, 3(5), 758–771. https://doi.org/10.1177/2167702614545216",Generalized anxiety disorder and selective attention,Psychology,psych_general,14.0,0.5567764362830022,63.0,0.01,0.5467764362830022,high,Experiment 1 GAD,False,False,SIMULABLE,NOT_SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,A tiny-N (N=14) GAD attentional-bias finding and its null replication are both niche results unknown outside specialist literature.,obscure,"A small, specific N=14 GAD attentional-bias sub-finding is too narrow to have entered general knowledge either way.",False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
989,10.1037/0278-7393.34.3.524,"Couture, M., Lafond, D., & Tremblay, S. (2008). Learning correct responses and errors in the Hebb repetition effect: Two faces of the same coin. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(3), 524–532. https://doi.org/10.1037/0278-7393.34.3.524",Prior occurances of the erroneous remembered item lead to increase in error rates (error are more probable as they occured previously),Cognitive Psychology,cognitive,24.0,0.6025508004131682,63.0,0.4732863826479693,0.1292644177651989,mid,"Adult, Attention, Discrimination Learning, Humans, Memory, Short-Term, Pattern Recognition, Visual, Practice (Psychology), Probability Learning, Retention (Psychology), Serial Learning",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1786,10.1080/02699931.2017.1394817,"Chapman, H. A. (2017). Enhanced recall of disgusting relative to frightening photographs is not due to organisation. Cognition and Emotion, 32(6), 1220–1230. https://doi.org/10.1080/02699931.2017.1394817",Disgust photographs lead to slower discrimination than frightening photographs,Cognitive Psychology,cognitive,30.0,0.2561582384877227,62.0,0.0529257179571126,0.20323252053061,mid,"Emotion, memory, disgust, fear, relatedness, organisation",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1550,10.1177/0956797611434748,"Bernard, P., Gervais, S. J., Allen, J., Campomizzi, S., & Klein, O. (2012). Integrating Sexual Objectification With Object Versus Person Recognition. Psychological Science, 23(5), 469–471. https://doi.org/10.1177/0956797611434748","we examined whether sexualized women, but not sexualized men, are recognized in the same way as objects are (interaction)",Social Psychology,social,77.0,0.408656334834051,60.0,0.3872983346207417,0.0213580002133093,low,"Sexual Objectification, Sexualized-Body-Inversion Hypothesis, Person Recognition, Object Recognition",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
569,10.1177/0956797613494853,"Hughes, M. L., Geraci, L., & De Forrest, R. L. (2013). Aging 5 Years in 5 Minutes. Psychological Science, 24(12), 2481–2488. https://doi.org/10.1177/0956797613494853",,Cognitive Psychology,cognitive,29.0,0.3552177606235726,60.0,0.5114545142705551,-0.1562367536469825,low,Study 3,False,True,SIMULABLE,NOT_SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,"No effect description or identifiable citation trail exists; this appears to be an unnamed, narrow specialty finding with no public record.",obscure,"No effect description or identifiable finding is given, so no default association can exist beyond generic, unidentifiable study metadata.",False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
662,10.1111/j.1467-9280.2007.02004.x,"Inzlicht, M., & Gutsell, J. N. (2007). Running on Empty. Psychological Science, 18(11), 933–937. https://doi.org/10.1111/j.1467-9280.2007.02004.x",manipulation check to determine whether subjects in the control condition attempted to regulate their emotions,Social Psychology,social,33.0,0.4819187497721559,58.0,0.0836660026534075,0.3982527471187483,high,"self-control, neural, stroop task, suppression",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
370,10.1177/0956797618818484,"Pilditch, T. D., Fenton, N., & Lagnado, D. (2018). The Zero-Sum Fallacy in Evidence Evaluation. Psychological Science, 30(2), 250–260. https://doi.org/10.1177/0956797618818484",Participants were more accurate or correct in their responses when they received a negative test result,Cognitive Psychology,cognitive,193.0,0.2929586047532678,58.0,0.4212610760620016,-0.1283024713087338,low,"Zero sum, intuitive judgment, cognitive bias, evidential reasoning, probabilistic reasoning, open data, open materials",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
336,10.1037/xge0000263,"Nook, E. C., Schleider, J. L., & Somerville, L. H. (2017). A linguistic signature of psychological distancing in emotion regulation. Journal of Experimental Psychology: General, 146(3), 337–346. https://doi.org/10.1037/xge0000263",Reappraisal is negatively correlated with negative affect words,Cognitive Psychology,cognitive,107.0,-0.32,56.0,-0.04,0.28,high,"Emotion, emotion regulation, psychological distance, language",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,"This narrow linguistic-emotion-regulation correlation and its replication are both known only within a specialty niche, not broader discourse.",obscure,"This is a narrow, specific linguistic correlational finding, too niche for either a ""classic"" or ""failed classic"" reputation to form.",False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
570,10.1177/0956797616640705,"Huh, Y. E., Vosgerau, J., & Morewedge, C. K. (2016). More Similar but Less Satisfying. Psychological Science, 27(6), 894–903. https://doi.org/10.1177/0956797616640705",preferences for and the efficacy of within-and cross-category substitutes for food,Social Psychology,social,101.0,0.3404435741285225,55.0,0.4062319394696205,-0.065788365341098,low,"substitution, preferences, satiation, contrast effect, categorization, open data, open materials",False,False,SIMULABLE,NOT_SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,A niche satiation/substitution finding with no notable citation footprint or public debate beyond specialty replication databases.,obscure,"Niche, narrowly-specified effect with a replication that strengthened rather than failed, giving no traction for either public narrative.",False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
1282,10.1177/0956797610384746,"Roelofs, K., Hagenaars, M. A., & Stins, J. (2010). Facing Freeze. Psychological Science, 21(11), 1575–1581. https://doi.org/10.1177/0956797610384746",The overall impact of emotion on body sway during exposure to social threat.,Social Psychology,social,50.0,0.4358898943540673,54.0,0.282842712474619,0.1530471818794483,mid,"Emotional facial expressions, human freeze response, angryfaces, posturography, body sway, heart rate",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1074,10.1111/j.1467-9280.2007.01944.x,"Southgate, V., Senju, A., & Csibra, G. (2007). Action Anticipation Through Attribution of False Belief by 2-Year-Olds. Psychological Science, 18(7), 587–592. https://doi.org/10.1111/j.1467-9280.2007.01944.x","Infants can differentiate the false-belief as they looked longer for the correct window, Implicit Theory of Mind can be measured through anticipatory looking patterns measured through eye-tracking.",Developmental Psychology,other,20.0,0.469041575982343,54.0,0.1240347345892084,0.3450068413931345,high,"Implicit theory of mind, False-Belief Task, Anticipatory Looking Reality Bias, Infants, Eyetracking, False Beliefs, Mental State Attribution, Infant Development, Cognitive Psychology, Theory of Mind, 25-Month-Old Infants, Action Prediction, Child Psychology, Infant Behavior, Developmental Psychology, Mental State Understanding, Cognitive Development, Infancy Research, Early Childhood Cognition, Psychological Experiments, Developmental Milestones, Anticipatory Behavior, Eye-Tracking Methodology",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
456,10.1177/0956797614559285,"Storm, B. C., & Stone, S. M. (2014). Saving-Enhanced Memory. Psychological Science, 26(2), 182–188. https://doi.org/10.1177/0956797614559285",Participants recalled significantly more words on save trials than no-save trials in the eight-word condition,Cognitive Psychology,cognitive,48.0,0.8241245479917327,51.0,0.7444549966892852,0.0796695513024475,mid,"Memory, human-computer interaction, cognition(s), forgetting",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1943,10.3389/fpsyg.2024.1335892,"Olma, J., Sutter, C., & Sülzenbrück, S. (2024). When failure is not an option: a police firearms training concept for improving decision-making in shoot/don’t shoot scenarios. Frontiers in Psychology, 15. https://doi.org/10.3389/fpsyg.2024.1335892",Senior police officers' tactical gaze control and visual attention improve with an individual videobased police firearms training,Cognitive Psychology,cognitive,43.0,0.1303775707602646,51.0,0.1162073225010396,0.0141702482592249,low,"police, vision, attention, training, decision-makint, shooting",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
413,10.1177/0956797611434540,"Savani, K., & Rattan, A. (2012). A Choice Mind-Set Increases the Acceptance and Maintenance of Wealth Inequality. Psychological Science, 23(7), 796–804. https://doi.org/10.1177/0956797611434540",A choice mind-set increases the acceptance and maintenance of wealth inequality,Social Psychology,social,48.0,0.2847084078081663,51.0,0.004423215414126,0.2802851923940402,high,Participants who perceived more choice were less disturbed by wealth inequality compared to those in the control condition,False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,"A minor social-priming study with tiny samples, neither the original nor its null replication gained notable traction beyond specialist replication databases.",obscure,"A niche, small-N choice-mindset/inequality finding too peripheral to have entered common knowledge either way.",False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
946,10.1111/j.1467-9280.2008.02041.x,"McKinstry, C., Dale, R., & Spivey, M. J. (2008). Action Dynamics Reveal Parallel Competition in Decision Making. Psychological Science, 19(1), 22–24. https://doi.org/10.1111/j.1467-9280.2008.02041.x",Sample entropy was higher for middle-truth-value questions than for low- and high-truth-value questions,Cognitive Psychology,cognitive,141.0,-0.7,51.0,-0.75,-0.05,low,"Choice, conflict Decision making, Female, Humans, Male, psychomotor performance, multiple response alternatives",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1214,10.3758/s13414-019-01723-6,"Smith, K. C., Davoli, C. C., Knapp, W. H., & Abrams, R. A. (2019). Standing enhances cognitive control and alters visual search. Attention, Perception, &amp; Psychophysics, 81(7), 2320–2329. https://doi.org/10.3758/s13414-019-01723-6",Standing resulted in better performance than sitting in on a task switching measure,Cognitive Psychology,cognitive,30.0,0.4,51.0,0.1224744871391589,0.2775255128608411,high,"Cognitive and attentional control, Embodied perception, Attention and executive control",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1028,10.1111/j.1467-9280.2008.02054.x,"Rule, N. O., & Ambady, N. (2008). The Face of Success. Psychological Science, 19(2), 109–111. https://doi.org/10.1111/j.1467-9280.2008.02054.x","Composite ratings of both power and leadership correlated with company profits, even after controlling for CEO age, CEO attractiveness, and the affect CEOs were displaying in the pictures",Social Psychology,social,50.0,0.3,50.0,0.27,0.0299999999999999,low,"Adolescent, Adult, Awareness, Cues, Face, Female, Hair, Heterosexuality [psychology], Homosexuality, Male [psychology], Humans, Judgment, Male, Nonverbal Communication, Sexual Behavior, Social Perception, Stereotyping, Young Adult",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,A niche thin-slicing/CEO-face-judgment finding with a near-identical replication; neither version gained broad recognition outside specialist literature.,obscure,Niche thin-slicing-of-CEO-faces finding; too specific and minor to have entered common lore either way.,False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
630,10.1126/science.1199327,"Karpicke, J. D., & Blunt, J. R. (2011). Retrieval Practice Produces More Learning than Elaborative Studying with Concept Mapping. Science, 331(6018), 772–775. https://doi.org/10.1126/science.1199327",Retrieval practice produces more learning than elaborative studying with concept mapping,Cognitive Psychology,cognitive,40.0,0.6,49.0,0.384,0.2159999999999999,mid,"Social Science Replication Project, Science, Nature, Human Behavior",False,False,SIMULABLE,SIMULABLE,NOT_SIMULABLE,excluded,False,False,original_dominates,"Retrieval practice's learning benefit is a well-established, widely taught effect; this specific replication attempt remains obscure outside meta-science circles.",original_dominates,The testing effect is widely taught as robust; this specific replication's weaker effect size isn't part of common discourse.,False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated compressed prompt (finish pass),original_dominates,excluded,False
1348,10.1016/j.nlm.2017.09.009,"Kotchoubey, B., & Pavlov, Y. G. (2017). Name conditioning in event-related brain potentials. Neurobiology of Learning and Memory, 145, 129–134. https://doi.org/10.1016/j.nlm.2017.09.009","After extended acquisition, CS+ elicited more positive P3b and LTW amplitudes than CS−",Social Psychology,social,25.0,0.5,48.0,0.1,0.4,high,"ERP, classical conditioning, P3b, LTW, name conditioning",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
617,10.1257/aer.102.5.2018,"Kessler, J. B., & Roth, A. E. (2012). Organ Allocation Policy and the Decision to Donate. American Economic Review, 102(5), 2018–2047. https://doi.org/10.1257/aer.102.5.2018",An organ allocation policy giving priority on waiting lists to those who previously registered as donors has a significant positive impact on registration.,Economics,jdm,288.0,0.4111294589429536,48.0,0.34,0.0711294589429536,mid,"organ donation, decision making, organ allocation",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
941,10.1111/j.1467-9280.2008.02066.x,"Dessalegn, B., & Landau, B. (2008). More Than Meets the Eye. Psychological Science, 19(2), 189–195. https://doi.org/10.1111/j.1467-9280.2008.02066.x","More than meets the eye: the role of language in binding and maintaining feature conjunctions.; table: directional language (e.g., to the left) helps children bind color and shape information to a greater extent than relational language alone ( e.g., next to)",Cognitive Psychology,cognitive,36.0,0.3793532811354438,47.0,0.2333729524753241,0.1459803286601196,mid,"Child, Preschool, Cognition, Cues, Female, Humans, Language, Male, color-location conjunctions, language-vision interactions",False,False,NOT_SIMULABLE,SIMULABLE,,unresolved_uncalibrated_reject,True,True,obscure,This narrow developmental-psycholinguistics finding lacks broad citation or public awareness; neither the original nor its weaker replication has notable currency.,obscure,Niche developmental-psycholinguistics finding with modest sample sizes; too specialized to have entered common researcher knowledge either way.,False,,calibrated compressed prompt (finish pass),obscure,confirmed,False
473,10.1177/0956797616674999,"Brown-Iannuzzi, J. L., Dotsch, R., Cooley, E., & Payne, B. K. (2016). The Relationship Between Mental Representations of Welfare Recipients and Attitudes Toward Welfare. Psychological Science, 28(1), 92–103. https://doi.org/10.1177/0956797616674999",Framing the policy differently does not significantly affect support for basic income policies,Social Psychology,social,234.0,0.5099019513592785,43.0,0.2886829560827336,0.2212189952765449,mid,"Stereotyped attitudes, socioeconomic status, social cognition, open data, open materials",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,This is a narrow framing-effect study on basic income support with no broad citation or public visibility beyond specialty literature.,obscure,A niche framing-effect null result on basic income support is too specific and low-profile for either narrative to have taken hold.,False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
954,10.1111/j.1467-9280.2008.02053.x,"Hajcak, G., & Foti, D. (2008). Errors Are Aversive. Psychological Science, 19(2), 103–108. https://doi.org/10.1111/j.1467-9280.2008.02053.x",The magnitude of the startle response following an error is correlated to the amplitude of the Error-Related Negativity (ERN),Social Psychology,social,31.0,-0.38,43.0,-0.25,0.13,mid,"Affect, Defense Mechanisms, Female, Humans, Male, Motivation, Time Factors, Verbal Behavior, Vocabulary",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
72,10.3102/0013189x13507104,"Pigott, T. D., Valentine, J. C., Polanin, J. R., Williams, R. T., & Canada, D. D. (2013). Outcome-Reporting Bias in Education Research. Educational Researcher, 42(8), 424–432. https://doi.org/10.3102/0013189x13507104",Overall odds ratio that significant and nonsignificant findings reported in special education dissertations would also be reported in corresponding journal publications,Education,other,79.0,0.2356528767513534,40.0,0.1074464230295111,0.1282064537218423,mid,"quantitative research methodology, meta-analysis, special education, publication bias, scientific publications",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
996,10.1037/0278-7393.34.1.128,"Farrell, S. (2008). Multiple roles for time in short-term memory: Evidence from serial recall of order and timing. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(1), 128–145. https://doi.org/10.1037/0278-7393.34.1.128",Instructing participants to group items induces a temporal gap between the groups both when trying to recall the timing of the items,Cognitive Psychology,cognitive,40.0,0.2873478855663454,40.0,0.1819131996109811,0.1054346859553642,mid,"Association Learning, Attention, Discrimination Learning, Humans, Memory, Short-Term, Pattern Recognition, Visual, Reading, Serial Learning, Speech Perception, Time Perception",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
462,10.1177/0956797616630964,"Störmer, V. S., & Alvarez, G. A. (2016). Attention Alters Perceived Attractiveness. Psychological Science, 27(4), 563–571. https://doi.org/10.1177/0956797616630964",The attended (cued) face tended to be judged to have higher contrast than the same face that was unattended to some degree,Cognitive Psychology,cognitive,16.0,0.5477225575051661,39.0,0.2,0.347722557505166,high,"Attention, perception, face perception, visual attention",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
583,10.1177/0956797614553009,"Ko, S. J., Sadler, M. S., & Galinsky, A. D. (2014). The Sound of Power. Psychological Science, 26(1), 3–14. https://doi.org/10.1177/0956797614553009",Conveying and detecting hierarchical rank through voice,Social Psychology,social,40.0,0.5249089041317262,39.0,0.5280506471233055,-0.0031417429915793,low,"social cognition, social perception, open data, open materials",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
642,10.1126/science.1250830,"Wilson, T. D., Reinhard, D. A., Westgate, E. C., Gilbert, D. T., Ellerbeck, N., Hahn, C., Brown, C. L., & Shaked, A. (2014). Just think: The challenges of the disengaged mind. Science, 345(6192), 75–77. https://doi.org/10.1126/science.1250830",participants typically do not enjoy spending 6 to 15 minutes in a room by themselves with nothing to do but think,Social Psychology,social,30.0,0.6623151889724818,39.0,0.594,0.0683151889724817,mid,"Social Science Replication Project, Science, Nature, Human Behavior",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
